,general_year,general_make,general_model,general_trim,general_fuelType,general_roofType,general_mileage,general_transmission,general_dashWarningLights,general_additionalWarranty,general_transferableWarranty,general_warrantyProvider,outside_liftgateOperation,outside_rustCorrosion,outside_bodyDentsDingsHailDamage,outside_collisionDamage,outside_paintFinish,outside_WindshieldGlass,outside_wiperBlades,outside_washerSprayNozzels,outside_driverSideMirror,outside_driverSideMirrorHeater,outside_passengerSideMirror,outside_passengerSideMirrorHeater,outside_driverFrontWindowGlass,outside_driverFrontWindowGlassOperation,outside_driverRearWindowGlass,outside_driverRearWindowGlassOperation,outside_passengerFrontWindowGlass,outside_passengerFrontWindowGlassOperation,outside_passengerRearWindowGlass,outside_passengerRearWindowGlassOperation,outside_driverPowerSlidingDoors,outside_passengerPowerSlidingDoors,outside_paintScratches,outside_additionalIssuesExterior,tires_driverFrontCondition,tires_driverFrontValveStemCondition,tires_driverFrontTreadDepth,tires_driverFrontPressure,tires_driverFrontBrakePad,tires_driverFrontBreakPadMeasurement,tires_driverFrontRotorCondition,tires_driverFrontSideSwayBar,tires_driverFrontShockStrut,tires_driverFrontCV,tires_driverRearCondition,tires_driverRearValveStemCondition,tires_driverRearTreadDepth,tires_driverRearPressure,tires_driverRearBrakePad,tires_driverRearBreakPadMeasurement,tires_driverRearRotorCondition,tires_driverRearSideSwayBar,tires_driverRearShockStrut,tires_driverRearCV,tires_passengerRearCondition,tires_passengerRearValveStemCondition,tires_passengerRearTreadDepth,tires_passengerRearPressure,tires_passengerRearBrakePad,tires_passengerRearBreakPadMeasurement,tires_passengerRearRotorCondition,tires_passengerRearSideSwayBar,tires_passengerRearShockStrut,tires_passengerRearCV,tires_passengerFrontCondition,tires_passengerFrontValveStemCondition,tires_passengerFrontTreadDepth,tires_passengerFrontBrakePad,tires_passengerFrontBreakPadMeasurement,tires_passengerFrontRotorCondition,tires_passengerFrontSideSwayBar,tires_passengerFrontShockStrut,tires_passengerFrontCV,tires_passengerFrontPressure,tires_aftermarketWheelsTires,tires_oemAvailable,tires_driverFrontTireCondition,tires_driverRearTireCondition,tires_passengerRearTireCondition,tires_passengerFrontTireCondition,tires_oemFactoryWheelsAvailable,tires_extraSetOfWheelsTiresAvailable,tires_secondSetOfTirePartOfDeal,tires_additionalIssuesTires,under_vehicle_frontDifferential,under_vehicle_frontDriveShaft,under_vehicle_transferCase,under_vehicle_rearDriveShaft,under_vehicle_rearDifferential,under_vehicle_mufflerExhaustTips,under_vehicle_additionalIssuesUnderVehicle,under_the_hood_batteryStrength,under_the_hood_engineOilLevel,under_the_hood_engineOilCondition,under_the_hood_powerSteeringFluid,under_the_hood_starter,under_the_hood_driveBelts,under_the_hood_radiatorHosesClamps,under_the_hood_coolantOverflowTank,under_the_hood_brakeFluid,under_the_hood_brakeMasterCylinder,under_the_hood_coolantStrength,under_the_hood_coolantStrengthMeasurement,under_the_hood_transmissionFluid,under_the_hood_waterPumpNoiseLeaks,under_the_hood_alternator,under_the_hood_fuelSystemOperation,under_the_hood_coolingFanOperation,under_the_hood_acCompressorOperation,under_the_hood_acSystemLeaks,under_the_hood_batteryRating,under_the_hood_batteryActualMeasurement,under_the_hood_visibleOilLeaks,under_the_hood_additionalIssuesUnderHood,lighting_interiorLights,lighting_headlightsLowBeam,lighting_headlightsHighBeam,lighting_frontDRL,lighting_frontSignalLights,lighting_sideMarkerLights,lighting_fogLights,lighting_reverseLights,lighting_rearSignalLights,lighting_emergency4WayFlashers,lighting_brakeLights,lighting_tailLights,lighting_licensePlateLight,lighting_additionalIssuesLighting,interior_navigationOperation,interior_audioSystem,interior_audioSteeringWheelControls,interior_cigaretteLighterPowerOutlets,interior_rearCamera,interior_carpetFloorMats,interior_odors,interior_rearWindowDefrostOperation,interior_seats,interior_seatBelts,interior_powerSeatOperation,interior_driverFrontSeatHeater,interior_driverRearSeatHeater,interior_passengerRearSeatHeater,interior_passengerFrontSeatHeater,interior_headrests,interior_dashboard,interior_rearViewMirror,interior_headliner,interior_sunroofOperation,interior_waterLeaks,interior_sunVisors,interior_driverFrontDoorTrim,interior_driverRearDoorTrim,interior_passengerFrontDoorTrim,interior_passengerRearDoorTrim,interior_gloveBoxCenterConsole,interior_steeringWheelSteeringColumn,interior_horn,interior_doorHandles,interior_hoodRelease,interior_trunkRelease,interior_fuelDoorRelease,interior_spareTire,interior_spareTireTools,interior_keyFobCondition,interior_numberOfKeysFobs,interior_numberOfWorkingKeysFobs,interior_acOperationBlowsCold,interior_gloveBox,interior_centerConsole,interior_steeringWheel,interior_carSmokedIn,interior_conditionOfSeats,interior_numberOfKeysFobsDeclared,interior_navigationEquipped,interior_rearCameraEquipped,interior_sunroofEquipped,interior_seatsMaterial,interior_additionalIssuesInterior,interior_evChargingKit,test_drive_engineRPMIdle,test_drive_engine3000RPM,test_drive_vibrationWhileDriving,test_drive_vibrationWhileBraking,test_drive_steeringWheelStraight,test_drive_alignmentCheck,test_drive_cruiseControl,test_drive_parkingBreak,test_drive_automaticManualTransmissionShift,test_drive_clutchOperationEngagement,test_drive_abnormalWindNoise,test_drive_alignment,test_drive_brakingSystem,test_drive_cabinHeatBlowsHot,test_drive_testDriveCompleted,test_drive_acOperationBlowsCold,test_drive_testDriveStatus,test_drive_additionalIssuesTestDrive,bid_start,created_at,vehicle_lead_source,seller_type,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price,car_age,month_of_year,Predicted_75_lower_bound,Predicted_75_upper_bound,Predicted_price
1131,2016,Volkswagen,Jetta,Trendline 4D Sedan 1.4 TSI at,gasoline,hardTop,81327.0,automatic,no,no,no,,ok,ok,ok,ok,ok,serviceSuggested,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,serviceSuggested,,5.0,23.0,ok,5.0,ok,ok,ok,ok,serviceSuggested,,6.0,24.0,ok,5.0,ok,ok,ok,notAvailable,serviceSuggested,,7.0,24.0,ok,5.0,ok,ok,ok,notAvailable,serviceSuggested,,5.0,ok,5.0,ok,ok,ok,ok,25.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,serviceRequired,serviceRequired,serviceSuggested,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,serviceRequired,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,,ok,ok,air freshener ,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,,no,,,no,yes,,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,12000.0,2021-12-07 00:01:08,MQL,consumer,10201.0,11191.0,9445.0,10362.0,12100.0,0.0,10201.0,7,12,11925.247986048767,12098.173821567852,12092.928
1064,2016,Nissan,Sentra,SV 4D Sedan at,gasoline,hardTop,110000.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,serviceSuggested,,10.0,32.0,notAvailable,,serviceSuggested,ok,ok,ok,ok,,10.0,32.0,notAvailable,,serviceSuggested,ok,ok,notAvailable,serviceSuggested,,10.0,32.0,notAvailable,,serviceSuggested,ok,ok,notAvailable,serviceSuggested,,10.0,notAvailable,,serviceSuggested,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,1.0,no,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,notAvailable,ok,,ok,ok,ok,9671.0,2022-02-14 17:12:01,DDC,consumer,9389.0,10323.0,9116.0,10022.0,13500.0,0.0,9671.0,7,2,11880.072500608767,13498.83079579118,13372.046
1005,2015,Mazda,CX-5,GT 4D Utility AWD,gasoline,hardTop,119900.0,automatic,,,,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,serviceSuggested,ok,7.0,32.0,ok,8.0,ok,ok,ok,ok,serviceSuggested,ok,7.0,32.0,ok,6.0,ok,ok,ok,ok,serviceSuggested,ok,7.0,32.0,ok,6.0,ok,ok,ok,ok,serviceSuggested,ok,7.0,ok,8.0,ok,ok,ok,ok,32.0,,,serviceSuggested,ok,serviceSuggested,ok,no,yes,,,ok,ok,ok,ok,ok,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,14900.0,2021-06-15 23:46:13,DDC,consumer,14900.0,16006.0,13603.0,14820.0,14691.0,17990.0,14900.0,8,6,14694.235129959083,14953.576058828014,14649.872
1070,2012,Infiniti,M37,Base 4D Sedan AWD,gasoline,hardTop,76548.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,7.0,34.0,serviceSuggested,4.0,ok,ok,ok,ok,ok,,6.0,32.0,serviceRequired,3.0,ok,ok,ok,ok,ok,,5.0,32.0,serviceRequired,3.0,ok,ok,ok,ok,ok,,,serviceRequired,3.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,2.0,,,ok,ok,no,ok,2.0,yes,yes,no,leather,,,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,yes,ok,,,13498.0,2021-11-19 20:03:08,DDC,consumer,13498.0,14711.0,12498.0,13621.0,13500.0,0.0,13498.0,11,11,13236.746534979307,13847.520561599647,13564.314
1171,2016,Chevrolet,Cruze Limited,1LT 4D Sedan,gasoline,hardTop,97099.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,serviceSuggested,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,,8.0,35.0,ok,6.0,serviceSuggested,ok,ok,notAvailable,serviceSuggested,,3.0,35.0,serviceSuggested,5.0,ok,ok,ok,ok,ok,,3.0,35.0,serviceSuggested,5.0,ok,ok,ok,ok,ok,,8.0,ok,6.0,ok,ok,ok,notAvailable,35.0,,,ok,serviceRequired,serviceRequired,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,,,,,,notAvailable,,ok,,,,,notAvailable,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,7714.0,2021-11-18 00:07:39,MQL,consumer,7714.0,9966.0,8404.0,9228.0,11250.0,0.0,7714.0,7,11,10921.723700608767,11635.76391493114,11308.817
1215,2017,Chevrolet,Sonic,LT 5D Hatchback at,gasoline,hardTop,99941.0,automatic,no,yes,yes, ,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,7.0,32.0,ok,7.0,ok,ok,ok,ok,ok,ok,8.0,32.0,ok,7.0,ok,ok,ok,notAvailable,ok,ok,8.0,32.0,ok,7.0,ok,ok,ok,notAvailable,ok,ok,7.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,serviceSuggested,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,-48.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,8020.0,2021-07-14 19:35:06,DDC,consumer,8020.0,8910.0,7426.0,8250.0,9900.0,10650.0,8020.0,6,7,9540.308455140303,9896.869340361964,9733.228
1016,2014,Honda,Accord,EX-L 4D Sedan V6 at,gasoline,hardTop,33601.0,automatic,no,unknown,unknown,,ok,ok,ok,ok,ok,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,serviceSuggested,ok,3.0,35.0,ok,5.0,ok,ok,ok,ok,ok,ok,4.0,35.0,serviceSuggested,5.0,ok,ok,ok,ok,serviceSuggested,ok,4.0,35.0,ok,5.0,ok,ok,ok,ok,ok,ok,3.0,ok,5.0,ok,ok,ok,ok,35.0,,,serviceRequired,serviceSuggested,serviceSuggested,serviceRequired,yes,yes,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,notAvailable,ok,serviceSuggested,notAvailable,ok,ok,ok,ok,ok,ok,ok,-44.0,notAvailable,ok,notAvailable,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,notAvailable,ok,,ok,,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,14495.0,2021-06-30 18:18:52,DDC,consumer,14495.0,15796.0,13421.0,14626.0,14495.0,20000.0,14495.0,9,6,14435.308677130486,14900.31658013578,14468.375
245,2020,Ford,Mustang,Eco Premium 2D Coupe,gasoline,hardTop,6000.0,manual,no,unknown,unknown,,ok,ok,ok,ok,ok,ok,,,serviceRequired,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,,6.0,32.0,ok,6.0,ok,ok,ok,ok,serviceSuggested,,6.0,32.0,serviceSuggested,4.0,ok,ok,ok,ok,serviceSuggested,,6.0,32.0,serviceRequired,3.0,ok,ok,ok,ok,ok,,6.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,ok,ok,,ok,ok,serviceSuggested,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,36097.0,2021-10-12 16:03:33,MQL,consumer,36097.0,39301.0,33423.0,36390.0,36800.0,0.0,36097.0,3,10,36986.54808029852,37263.12040919967,37004.902
136,2018,BMW,X5,xDrive40e 4D Utility,hybrid,hardTop,45926.0,automatic,no,yes,unknown,BMW,ok,ok,serviceSuggested,ok,ok,serviceSuggested,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,notAvailable,notAvailable,serviceSuggested,,serviceSuggested,ok,10.0,36.0,ok,8.0,ok,ok,ok,ok,ok,ok,10.0,32.0,ok,6.0,ok,notAvailable,ok,ok,serviceSuggested,ok,10.0,32.0,ok,6.0,ok,notAvailable,ok,ok,serviceSuggested,ok,10.0,ok,8.0,ok,ok,ok,ok,36.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-49.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,serviceSuggested,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,serviceSuggested,serviceSuggested,ok,ok,ok,notAvailable,ok,pullsRight,ok,ok,yes,ok,,,45315.0,2021-07-29 23:15:58,MQL,consumer,45315.0,51780.0,44033.0,47944.0,45400.0,0.0,45315.0,5,7,45381.71564625468,46582.852943055346,45340.598
344,2015,Toyota,4Runner,Limited 4D Utility V6,gasoline,hardTop,117106.0,automatic,no,no,no, ,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,serviceSuggested,ok,4.0,42.0,notAvailable,,notAvailable,ok,ok,ok,serviceSuggested,ok,6.0,40.0,notAvailable,,notAvailable,ok,ok,ok,serviceSuggested,ok,6.0,42.0,notAvailable,,notAvailable,ok,ok,ok,serviceSuggested,ok,6.0,notAvailable,,notAvailable,ok,ok,ok,44.0,,,serviceSuggested,ok,ok,serviceSuggested,yes,yes,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,-43.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,notAvailable,ok,,ok,,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,36000.0,2021-07-04 05:12:47,DDC,consumer,36000.0,35730.0,30285.0,33083.0,32708.0,39000.0,36000.0,8,7,32767.2274074737,32910.160574164416,32733.09
415,2015,Jeep,Wrangler,Unlimited Sport 4D Utility 4WD,gasoline,hardTopConvertible,93294.0,automatic,yes,no,no,,notAvailable,ok,serviceSuggested,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,10.0,32.0,ok,10.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,10.0,ok,9.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,ok,ok,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,no,yes,ok,,1.0,,,ok,ok,no,ok,1.0,yes,yes,no,cloth,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,31511.0,2022-02-01 00:03:06,MQL,consumer,30593.0,33388.0,29702.0,32416.0,29600.0,,31511.0,8,2,29590.840217513232,29903.77853043112,29692.41
998,2014,Volkswagen,Tiguan,Trendline 4D Utility 4Motion,gasoline,hardTop,52713.0,automatic,no,unknown,unknown,,notAvailable,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,9.0,28.0,notAvailable,7.0,ok,ok,ok,ok,ok,,10.0,32.0,notAvailable,7.0,ok,ok,ok,ok,ok,,10.0,30.0,notAvailable,7.0,ok,ok,ok,ok,ok,,10.0,notAvailable,7.0,ok,ok,ok,ok,28.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,ok,ok,ok,notAvailable,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,serviceSuggested,,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,1.0,,,ok,ok,yes,serviceSuggested,2.0,yes,no,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,14300.0,2021-12-10 20:01:06,MQL,consumer,14800.0,12917.0,10972.0,11960.0,14900.0,0.0,14800.0,9,12,14792.694901558243,14988.576821842937,14989.865
349,2020,Toyota,Rav4,XLE 4D Utility AWD,gasoline,hardTop,2425.0,automatic,,,,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,7.0,37.0,ok,6.0,ok,ok,ok,ok,ok,ok,7.0,44.0,serviceRequired,2.0,ok,ok,ok,ok,ok,ok,7.0,44.0,serviceRequired,2.0,ok,ok,ok,ok,ok,ok,7.0,ok,6.0,ok,ok,ok,ok,37.0,no,yes,,,,,,,,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-42.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,notAvailable,ok,,ok,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,ok,ok,ok,2.0,2.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,Ok,ok,ok,,,,,26641.0,2021-05-19 05:05:56,MQL,consumer,26641.0,42053.0,24668.0,38938.0,32600.0,,26641.0,3,5,32589.77347426616,33345.53821181437,32685.287
1024,2012,Mercedes-Benz,M-Class,ML350 BlueTEC 4D Utility,diesel,hardTop,146000.0,automatic,no,no,no,,ok,ok,ok,ok,ok,serviceSuggested,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,,7.0,32.0,notAvailable,0.0,ok,ok,ok,ok,ok,,7.0,32.0,notAvailable,0.0,ok,ok,ok,ok,ok,,7.0,32.0,notAvailable,0.0,ok,ok,ok,ok,ok,,7.0,notAvailable,0.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,yes,ok,,1.0,,,ok,ok,yes,ok,1.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,13500.0,2022-02-23 20:01:07,MQL,consumer,14488.0,15907.0,14066.0,15444.0,14300.0,0.0,13500.0,11,2,14248.6063728751,14792.482806979553,14240.501
12,2020,BMW,4 Series,M4 2D Cabriolet,gasoline,hardTopConvertible,16033.0,manual,no,yes,yes,,ok,ok,serviceSuggested,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,notAvailable,,ok,,notAvailable,notAvailable,notAvailable,serviceSuggested,,ok,,14.0,32.0,ok,8.0,ok,ok,ok,ok,ok,,13.0,34.0,ok,7.0,ok,ok,ok,ok,ok,,13.0,34.0,ok,7.0,ok,ok,ok,ok,ok,,14.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,,ok,ok,ok,83000.0,2022-01-21 20:03:06,MQL,consumer,83872.0,91318.0,81429.0,88658.0,86400.0,0.0,83000.0,3,1,56045.2095898815,86954.7344857028,86407.57
